snow,0,0,83
snow,1,0,83
snow,2,0,83
snow,3,0,83
snow,4,0,65
snow,5,0,4
snow,6,0,6
snow,7,0,6
snow,8,0,8
snow,9,0,9
snow,10,0,6
snow,11,0,8
snow,12,0,9
snow,13,0,7
snow,14,0,6
snow,15,0,9
snow,16,0,9
snow,17,0,9
snow,18,0,9
snow,19,0,16
snow,20,0,59
snow,21,0,19
snow,0,1,83
snow,1,1,83
snow,2,1,83
snow,3,1,4
snow,4,1,7
snow,5,1,87
snow,19,1,78
snow,20,1,9
snow,21,1,84
snow,26,0,15
snow,27,0,41
snow,28,0,35
snow,29,0,59
snow,30,0,11
snow,31,0,17
snow,32,0,65
snow,33,0,11
snow,34,0,35
snow,35,0,71
snow,36,0,83
snow,37,0,83
snow,38,0,83
snow,39,0,83
snow,26,1,81
snow,27,1,6
snow,28,1,6
snow,29,1,6
snow,30,1,7
snow,31,1,6
snow,32,1,7
snow,33,1,8
snow,34,1,8
snow,35,1,8
snow,36,1,16
snow,37,1,29
snow,38,1,83
snow,39,1,83
snow,0,2,83
snow,1,2,83
snow,2,2,65
snow,3,2,21
snow,0,3,83
snow,1,3,83
snow,2,3,11
snow,3,3,21
snow,0,4,83
snow,1,4,4
snow,2,4,6
snow,3,4,87
snow,0,5,5
snow,0,6,41
snow,0,7,35
snow,0,8,5
snow,0,9,35
snow,0,10,65
snow,0,11,11
snow,0,12,4
snow,1,5,20
snow,1,6,18
snow,1,7,18
snow,1,8,18
snow,1,9,19
snow,1,10,18
snow,1,11,18
snow,1,12,86
snow,0,13,18
snow,0,14,19
snow,0,15,18
snow,0,16,21
snow,0,17,20
snow,0,18,18
snow,0,19,19
snow,0,20,10
snow,1,20,2
snow,2,20,1
snow,0,21,83
snow,1,21,11
snow,2,21,35
snow,9,21,0
snow,10,21,2
snow,11,21,2
snow,12,21,0
snow,13,21,1
snow,16,21,2
snow,17,21,0
snow,18,21,0
snow,19,21,1
snow,20,21,2
snow,21,21,1
snow,22,21,0
snow,23,21,0
snow,24,21,2
snow,25,21,1
snow,26,21,75
snow,36,2,81
snow,37,2,9
snow,38,2,16
snow,39,2,83
snow,38,3,14
snow,39,3,65
snow,38,4,81
snow,39,4,16
snow,39,5,15
snow,39,6,15
snow,39,7,12
snow,39,8,14
snow,39,9,14
snow,39,10,12
snow,39,11,13
snow,39,12,13
snow,39,13,14
snow,39,14,13
snow,39,15,13
snow,39,16,13
snow,39,17,12
snow,39,18,15
snow,39,19,15
snow,39,20,15
snow,39,21,12
snow,20,7,59
snow,21,7,71
snow,22,7,35
snow,23,7,83
snow,24,7,17
snow,20,8,16
snow,21,8,83
snow,22,8,83
snow,23,8,83
snow,24,8,65
snow,20,9,13
snow,21,9,53
snow,22,9,83
snow,23,9,83
snow,24,9,41
snow,20,10,14
snow,21,10,35
snow,22,10,65
snow,23,10,83
snow,24,10,47
snow,20,11,79
snow,21,11,6
snow,22,11,8
snow,23,11,16
snow,24,11,41
snow,23,12,12
snow,23,13,15
snow,23,14,78
snow,24,12,4
snow,24,13,21
snow,24,14,21
snow,18,7,78
snow,19,7,16
snow,19,8,78
snow,23,5,68
snow,24,5,0
snow,24,6,5
snow,24,15,33
snow,24,16,44
girder,18,6,66
girder,19,6,7
girder,20,6,2
girder,21,6,0
girder,22,6,1
girder,23,6,4
girder,25,5,4
girder,25,6,20
girder,25,7,20
girder,25,8,20
girder,25,9,20
girder,25,10,20
girder,25,11,20
girder,25,12,4
girder,3,19,4
girder,3,20,20
girder,3,21,20
girder,8,21,4
girder,14,19,66
girder,14,20,20
girder,14,21,4
girder,15,19,4
girder,15,20,20
girder,15,21,4
